Education,JoiningYear,City,PaymentTier,Age,Gender,Experience
Masters,2017,New Delhi,2,36,Male,5
Bachelors,2013,New Delhi,3,33,Female,1
Bachelors,2014,Bangalore,3,39,Male,0
Bachelors,2013,Bangalore,3,39,Male,0
Bachelors,2014,Bangalore,3,33,Male,4
Bachelors,2017,Pune,3,32,Male,5
Bachelors,2014,Bangalore,3,35,Female,2
Bachelors,2014,Bangalore,3,36,Male,5
Bachelors,2018,Pune,2,39,Female,0
Bachelors,2013,Bangalore,3,37,Female,5
Masters,2017,New Delhi,2,35,Female,2
Bachelors,2017,Bangalore,3,36,Male,5
Masters,2013,New Delhi,3,41,Male,0
Bachelors,2017,Bangalore,3,33,Male,2
Bachelors,2018,Bangalore,3,38,Male,2
Bachelors,2015,Bangalore,3,34,Male,5
Bachelors,2012,Bangalore,3,34,Male,1
Bachelors,2015,Pune,3,35,Male,5
Bachelors,2012,Bangalore,3,39,Female,2
Bachelors,2012,Bangalore,3,41,Male,3
Bachelors,2018,Bangalore,3,34,Male,2
Masters,2015,Pune,2,35,Female,1
Bachelors,2012,Bangalore,3,33,Male,2
Bachelors,2015,Bangalore,3,39,Male,3
Masters,2017,New Delhi,2,35,Male,2
Bachelors,2017,New Delhi,2,31,Female,0
Bachelors,2016,Bangalore,3,34,Male,4
Bachelors,2013,Bangalore,3,40,Female,5
Bachelors,2016,New Delhi,3,31,Female,4
Bachelors,2016,Pune,3,33,Male,3
Bachelors,2013,Bangalore,3,32,Male,5
Masters,2017,New Delhi,2,31,Male,4
Bachelors,2014,Bangalore,3,39,Male,2
Bachelors,2016,Bangalore,3,33,Male,1
Bachelors,2014,Bangalore,3,40,Female,4
Bachelors,2016,Bangalore,3,39,Male,0
Bachelors,2017,Bangalore,3,35,Male,2
Bachelors,2017,Bangalore,3,32,Male,1
Bachelors,2015,Pune,2,34,Female,5
Bachelors,2017,Bangalore,3,40,Female,4
Masters,2017,Pune,3,33,Male,4
Bachelors,2015,Pune,2,36,Female,0
Masters,2018,Bangalore,3,39,Male,3
Bachelors,2012,Bangalore,3,37,Female,5
Bachelors,2018,Bangalore,3,36,Male,1
Bachelors,2017,New Delhi,2,39,Male,2
Bachelors,2015,Pune,2,35,Female,4
Masters,2018,New Delhi,3,41,Male,2
Bachelors,2012,Pune,3,31,Male,5
Bachelors,2015,Pune,2,36,Female,0
Bachelors,2016,Bangalore,3,32,Male,1
Bachelors,2017,Bangalore,3,37,Male,2
Bachelors,2015,Pune,2,39,Female,4
Bachelors,2012,Pune,3,34,Male,2
Bachelors,2012,Bangalore,3,35,Female,1
Bachelors,2015,Bangalore,3,40,Female,2
Bachelors,2016,Bangalore,3,39,Female,1
Bachelors,2017,Bangalore,3,39,Female,1
Bachelors,2015,Pune,3,41,Female,3
Bachelors,2012,Pune,3,40,Male,2
Bachelors,2012,Bangalore,1,36,Male,3
Bachelors,2017,New Delhi,2,33,Female,2
Masters,2014,New Delhi,3,33,Male,2
Masters,2018,New Delhi,3,40,Male,2
Bachelors,2015,Pune,2,34,Female,2
Bachelors,2014,Bangalore,3,33,Female,1
Masters,2015,New Delhi,1,34,Male,5
Masters,2017,New Delhi,1,40,Male,5
Bachelors,2014,Bangalore,3,32,Male,4
Bachelors,2017,New Delhi,3,38,Male,2
Bachelors,2015,Bangalore,3,38,Male,4
Bachelors,2015,Bangalore,3,32,Male,2
Bachelors,2013,Bangalore,3,31,Female,3
Bachelors,2015,Bangalore,3,39,Female,0
Masters,2017,Pune,2,41,Male,2
Bachelors,2015,Pune,2,35,Female,2
Bachelors,2016,Pune,3,39,Male,5
Bachelors,2014,Bangalore,3,40,Female,0
Bachelors,2016,Bangalore,3,41,Male,1
Masters,2015,Pune,2,34,Female,1
Bachelors,2016,Pune,2,37,Female,5
Bachelors,2017,New Delhi,2,36,Male,2
Bachelors,2015,Pune,3,37,Male,1
Masters,2015,Pune,1,40,Female,1
Bachelors,2018,New Delhi,3,39,Female,0
Bachelors,2017,New Delhi,2,36,Female,5
Bachelors,2015,Bangalore,2,32,Female,2
PHD,2015,Pune,3,31,Female,1
Bachelors,2012,Bangalore,3,31,Male,4
Bachelors,2013,New Delhi,3,36,Female,5
Bachelors,2014,Bangalore,3,35,Male,3
Masters,2013,New Delhi,2,33,Female,2
Bachelors,2014,Bangalore,3,39,Male,1
Bachelors,2015,Pune,3,35,Female,1
Bachelors,2013,Bangalore,3,38,Female,4
Masters,2017,Bangalore,3,39,Female,4
Bachelors,2012,Bangalore,3,41,Male,3
Bachelors,2014,Pune,2,35,Male,2
Bachelors,2016,Pune,3,31,Male,1
Bachelors,2017,New Delhi,2,32,Female,4
Bachelors,2016,New Delhi,3,34,Male,1
Bachelors,2014,Bangalore,3,34,Male,3
Masters,2014,New Delhi,3,36,Male,1
Masters,2017,Bangalore,2,41,Male,4
Masters,2017,Pune,2,39,Female,3
Masters,2017,New Delhi,2,38,Male,5
Bachelors,2012,Bangalore,3,37,Male,4
Bachelors,2015,Bangalore,3,38,Male,3
Bachelors,2014,Bangalore,3,37,Male,4
Bachelors,2017,Bangalore,3,34,Male,5
Bachelors,2014,Bangalore,1,39,Male,5
Masters,2017,New Delhi,2,38,Female,2
Masters,2017,New Delhi,3,33,Male,5
Bachelors,2012,Bangalore,3,33,Female,5
Bachelors,2012,Bangalore,3,34,Male,4
Bachelors,2016,Pune,2,32,Female,0
Bachelors,2012,Bangalore,3,33,Female,0
Masters,2013,Pune,3,37,Male,2
Masters,2015,New Delhi,3,37,Male,2
Bachelors,2013,New Delhi,3,37,Male,2
Bachelors,2017,Bangalore,3,40,Male,1
Masters,2016,New Delhi,3,32,Male,1
Bachelors,2016,Bangalore,3,36,Female,5
Bachelors,2014,Bangalore,3,36,Male,4
Bachelors,2014,Bangalore,3,36,Female,1
Masters,2017,New Delhi,3,31,Male,1
Bachelors,2015,Bangalore,3,38,Male,4
Masters,2017,New Delhi,3,38,Male,2
Bachelors,2012,Pune,3,39,Male,2
Bachelors,2014,Bangalore,1,37,Male,5
Bachelors,2015,Pune,2,36,Female,1
Bachelors,2013,Bangalore,3,35,Male,2
Bachelors,2013,Pune,3,40,Female,5
Bachelors,2014,Pune,3,40,Male,5
Bachelors,2017,Bangalore,3,35,Female,3
Bachelors,2012,Bangalore,3,41,Female,5
Bachelors,2015,Bangalore,3,32,Male,4
Bachelors,2013,Bangalore,3,41,Male,2
Bachelors,2016,New Delhi,3,40,Female,1
Bachelors,2017,Pune,3,40,Male,3
Bachelors,2017,Bangalore,3,34,Male,3
Masters,2017,New Delhi,2,36,Male,2
Bachelors,2017,New Delhi,3,33,Female,2
Bachelors,2014,Pune,3,41,Male,2
Bachelors,2014,Bangalore,3,40,Female,3
Bachelors,2016,Bangalore,3,31,Male,1
Masters,2015,Bangalore,3,32,Female,2
Bachelors,2017,Pune,3,34,Female,1
Bachelors,2016,New Delhi,3,32,Male,4
Bachelors,2013,Bangalore,3,32,Female,4
Bachelors,2014,Bangalore,3,38,Male,2
Masters,2017,New Delhi,3,32,Male,1
Bachelors,2015,New Delhi,3,40,Male,2
Bachelors,2017,New Delhi,1,38,Female,1
Bachelors,2017,Pune,3,37,Male,0
PHD,2014,Bangalore,3,31,Male,1
Bachelors,2014,Pune,3,34,Male,0
Masters,2017,New Delhi,2,34,Female,2
Bachelors,2013,Pune,2,37,Female,0
Masters,2017,New Delhi,2,31,Male,1
Bachelors,2017,Bangalore,3,35,Male,5
PHD,2015,New Delhi,3,34,Female,4
Bachelors,2012,Bangalore,1,32,Male,1
Bachelors,2017,Pune,3,31,Male,0
Bachelors,2015,Bangalore,3,36,Female,5
Masters,2017,New Delhi,3,38,Female,2
Bachelors,2015,Pune,3,34,Male,4
Bachelors,2013,Bangalore,1,39,Female,1
PHD,2013,Pune,3,35,Male,0
Masters,2015,Pune,2,33,Male,4
Masters,2014,Bangalore,3,35,Female,2
Masters,2015,New Delhi,3,40,Male,2
Bachelors,2015,Pune,2,32,Female,0
Bachelors,2013,Bangalore,3,38,Male,1
Bachelors,2012,Bangalore,3,32,Female,1
Bachelors,2018,Bangalore,3,36,Male,3
Bachelors,2012,Bangalore,3,35,Male,1
Bachelors,2013,New Delhi,3,37,Female,0
Bachelors,2015,Pune,2,35,Male,3
Masters,2017,Pune,2,37,Female,1
Masters,2017,Pune,2,39,Male,4
Masters,2014,Pune,3,40,Male,4
Bachelors,2012,Pune,2,41,Female,1
Bachelors,2018,Pune,3,41,Male,0
Masters,2017,Pune,2,39,Female,2
Bachelors,2012,Bangalore,3,38,Female,5
Bachelors,2013,Bangalore,3,33,Male,3
Bachelors,2014,Bangalore,3,36,Female,3
Bachelors,2017,Bangalore,3,41,Male,5
PHD,2012,New Delhi,3,40,Female,5
Bachelors,2013,Bangalore,3,31,Female,4
Bachelors,2012,Bangalore,3,33,Female,1
Bachelors,2015,Bangalore,3,39,Male,2
Masters,2014,Pune,2,33,Female,5
Bachelors,2015,Bangalore,3,35,Male,0
Masters,2012,New Delhi,3,38,Male,2
Bachelors,2016,Bangalore,3,36,Female,0
Bachelors,2014,Pune,2,36,Female,2
Bachelors,2015,Bangalore,1,35,Male,5
Bachelors,2017,Pune,2,34,Female,5
Bachelors,2015,Pune,2,41,Female,3
Bachelors,2016,Pune,3,32,Female,3
Bachelors,2017,Pune,2,41,Female,2
Bachelors,2016,Bangalore,3,36,Male,0
Bachelors,2017,Pune,2,39,Male,3
Bachelors,2015,Bangalore,3,38,Male,2
Bachelors,2014,Bangalore,3,34,Male,3
Bachelors,2012,Bangalore,3,39,Female,5
Bachelors,2017,Pune,3,36,Male,1
Bachelors,2014,Bangalore,3,35,Male,1
Masters,2018,Bangalore,3,31,Male,2
Bachelors,2012,Bangalore,3,41,Female,4
Bachelors,2017,Bangalore,3,35,Female,4
Bachelors,2015,Bangalore,1,40,Male,2
Bachelors,2018,Bangalore,3,33,Female,4
Bachelors,2016,Bangalore,3,37,Female,0
PHD,2018,Bangalore,3,36,Female,3
Bachelors,2012,Bangalore,3,40,Male,0
Bachelors,2017,New Delhi,2,36,Male,0
Masters,2015,New Delhi,3,38,Female,0
Bachelors,2014,New Delhi,2,31,Female,4
Bachelors,2016,Pune,3,40,Male,4
Bachelors,2017,Bangalore,3,37,Female,4
Bachelors,2015,New Delhi,3,38,Female,0
Masters,2017,New Delhi,2,35,Female,2
PHD,2018,New Delhi,3,35,Female,0
Bachelors,2012,Bangalore,3,38,Female,3
Bachelors,2012,Pune,3,31,Female,5
Masters,2016,New Delhi,3,33,Female,1
Bachelors,2013,Pune,2,32,Female,1
Bachelors,2017,Bangalore,1,39,Male,0
Bachelors,2018,New Delhi,3,35,Female,2
Bachelors,2014,New Delhi,3,38,Female,5
Bachelors,2015,Bangalore,3,32,Male,0
Bachelors,2017,Bangalore,3,34,Female,2
Bachelors,2017,Bangalore,3,41,Male,1
Masters,2012,Bangalore,3,40,Female,5
Bachelors,2012,Pune,2,32,Male,1
Bachelors,2013,Bangalore,3,35,Male,0
PHD,2013,New Delhi,1,36,Female,3
Bachelors,2013,Bangalore,3,40,Female,4
Bachelors,2018,Pune,2,35,Female,2
Masters,2017,New Delhi,2,37,Female,4
Bachelors,2017,Bangalore,3,34,Male,3
Bachelors,2012,Pune,3,36,Male,1
Bachelors,2015,New Delhi,3,37,Male,4
Bachelors,2014,Bangalore,3,39,Male,5
Bachelors,2017,New Delhi,2,39,Female,0
Masters,2018,New Delhi,3,38,Male,2
Bachelors,2013,New Delhi,3,37,Female,1
Bachelors,2012,New Delhi,2,33,Female,0
PHD,2014,Bangalore,3,38,Female,3
Masters,2017,New Delhi,2,40,Female,2
Bachelors,2012,Bangalore,3,41,Male,5
Bachelors,2013,Bangalore,2,38,Female,1
Bachelors,2012,Bangalore,3,37,Male,4
Bachelors,2014,Bangalore,3,39,Male,5
Bachelors,2018,Bangalore,3,35,Male,1
Masters,2017,New Delhi,3,39,Female,5
Bachelors,2015,Pune,2,31,Female,1
Bachelors,2012,Pune,3,33,Male,2
Bachelors,2017,Pune,3,33,Male,2
Bachelors,2013,Pune,3,32,Male,2
Bachelors,2015,Pune,2,40,Female,4
Bachelors,2013,New Delhi,3,38,Female,4
Bachelors,2016,Bangalore,3,34,Male,2
Bachelors,2016,Bangalore,1,39,Male,2
Bachelors,2012,Bangalore,3,38,Male,2
Masters,2017,New Delhi,2,31,Female,2
Bachelors,2017,Bangalore,3,35,Female,5
Bachelors,2013,Bangalore,3,31,Male,2
Bachelors,2012,Pune,3,33,Male,1
Bachelors,2015,Pune,2,37,Female,3
Masters,2018,New Delhi,3,40,Female,2
Bachelors,2014,Bangalore,3,38,Male,0
Bachelors,2012,Bangalore,3,31,Male,5
PHD,2014,Bangalore,3,39,Male,1
Bachelors,2016,New Delhi,3,40,Male,0
Bachelors,2017,Pune,3,36,Female,0
Bachelors,2015,Bangalore,3,39,Female,3
Bachelors,2012,Bangalore,3,39,Male,0
Bachelors,2013,Bangalore,3,35,Female,0
Masters,2013,New Delhi,3,35,Male,2
Bachelors,2013,Bangalore,3,35,Male,5
Masters,2017,Bangalore,3,34,Female,4
Bachelors,2014,Bangalore,3,41,Male,4
Bachelors,2017,Bangalore,3,35,Male,5
Bachelors,2013,Bangalore,3,40,Male,1
Masters,2017,Pune,3,31,Male,3
Masters,2014,New Delhi,3,33,Male,3
Bachelors,2017,Pune,2,33,Female,2
Bachelors,2016,Bangalore,3,39,Female,5
Bachelors,2016,Bangalore,3,41,Male,1
Bachelors,2017,Bangalore,3,32,Male,5
Bachelors,2014,Pune,2,39,Female,5
Bachelors,2014,Bangalore,3,31,Male,1
Bachelors,2012,Bangalore,3,40,Male,3
Masters,2018,New Delhi,3,34,Male,2
Bachelors,2018,New Delhi,3,37,Male,4
Bachelors,2016,Bangalore,3,37,Female,0
Bachelors,2014,Bangalore,3,36,Female,3
Bachelors,2015,Bangalore,2,39,Female,0
Bachelors,2014,Pune,3,37,Male,1
Masters,2014,New Delhi,3,37,Male,2
Masters,2017,New Delhi,3,32,Male,2
Bachelors,2014,New Delhi,3,37,Male,3
Bachelors,2017,Bangalore,3,36,Female,3
Bachelors,2015,Pune,2,40,Female,2
Bachelors,2014,Bangalore,3,40,Male,0
Bachelors,2012,Pune,3,32,Male,3
Bachelors,2012,Bangalore,3,37,Male,3
Bachelors,2017,Pune,3,40,Female,1
Bachelors,2014,Pune,3,40,Male,5
Bachelors,2017,Bangalore,3,34,Female,0
Bachelors,2012,Bangalore,3,37,Male,3
Bachelors,2017,Bangalore,3,35,Male,3
Bachelors,2017,Pune,3,37,Female,2
Bachelors,2012,New Delhi,3,35,Female,2
Bachelors,2014,Bangalore,3,31,Male,0
Bachelors,2016,Bangalore,3,41,Male,4
Masters,2017,New Delhi,3,37,Female,3
Bachelors,2018,Pune,3,40,Male,0
Bachelors,2018,Bangalore,1,36,Male,1
PHD,2018,New Delhi,3,37,Female,2
Bachelors,2014,Bangalore,3,40,Female,0
Bachelors,2017,Bangalore,3,34,Male,3
Bachelors,2018,Pune,3,37,Male,5
Bachelors,2016,Pune,3,38,Male,0
Bachelors,2017,Bangalore,2,37,Male,2
Bachelors,2016,Pune,3,32,Male,1
Bachelors,2016,Bangalore,3,31,Male,3
Bachelors,2013,Bangalore,1,40,Male,2
Bachelors,2017,Bangalore,3,40,Female,4
Bachelors,2015,Bangalore,3,31,Male,1
Masters,2017,Pune,2,36,Male,2
Bachelors,2017,Bangalore,3,38,Male,2
Bachelors,2014,Pune,3,37,Female,5
Bachelors,2014,Pune,3,34,Female,2
Bachelors,2013,Bangalore,3,41,Male,2
Bachelors,2015,Pune,2,32,Female,3
Bachelors,2015,Pune,3,34,Male,5
PHD,2013,Bangalore,3,39,Male,2
Masters,2013,New Delhi,2,32,Male,2
Bachelors,2012,Bangalore,3,31,Female,3
PHD,2016,New Delhi,3,40,Male,1
Bachelors,2015,Bangalore,3,37,Female,0
Masters,2017,New Delhi,3,40,Female,0
Bachelors,2013,Bangalore,3,31,Male,1
Bachelors,2017,Bangalore,3,32,Male,2
Bachelors,2017,Bangalore,3,34,Female,1
Masters,2013,Pune,2,41,Male,2
Masters,2015,New Delhi,3,37,Male,2
Bachelors,2015,Bangalore,3,40,Female,1
Masters,2017,Pune,2,35,Male,2
Bachelors,2012,Bangalore,3,39,Male,3
Bachelors,2017,Pune,3,41,Male,4
Bachelors,2015,Bangalore,3,36,Male,4
Bachelors,2014,Bangalore,3,32,Male,5
Bachelors,2013,Bangalore,3,41,Male,2
Bachelors,2013,Bangalore,3,32,Male,0
Bachelors,2017,Bangalore,3,36,Male,2
Bachelors,2013,Bangalore,3,40,Male,4
Bachelors,2018,Bangalore,3,32,Male,1
Bachelors,2016,Bangalore,3,38,Male,1
Bachelors,2018,Bangalore,3,41,Male,4
Masters,2017,Pune,2,35,Male,3
Bachelors,2016,Bangalore,3,36,Female,1
Bachelors,2014,Bangalore,3,35,Female,4
Bachelors,2016,Bangalore,3,31,Male,2
PHD,2015,Pune,3,37,Male,2
Bachelors,2013,Bangalore,3,41,Female,4
Bachelors,2013,Bangalore,3,31,Male,0
Bachelors,2017,New Delhi,2,36,Male,2
Bachelors,2015,New Delhi,3,32,Male,1
Bachelors,2017,Bangalore,3,34,Male,0
Bachelors,2015,Bangalore,3,39,Female,0
Bachelors,2014,Bangalore,3,33,Male,1
Bachelors,2017,New Delhi,2,36,Male,3
Bachelors,2016,Bangalore,1,34,Male,2
Bachelors,2017,Pune,2,33,Male,1
Bachelors,2012,Bangalore,3,38,Female,4
Bachelors,2013,Bangalore,3,35,Male,3
Bachelors,2017,Pune,3,31,Male,1
Bachelors,2013,Pune,3,37,Male,2
Bachelors,2012,Bangalore,3,32,Female,2
Bachelors,2013,Pune,3,34,Male,5
PHD,2013,Bangalore,2,41,Male,2
Masters,2015,New Delhi,3,32,Male,0
Bachelors,2013,Bangalore,3,39,Male,2
Bachelors,2012,Bangalore,3,31,Male,0
Bachelors,2017,New Delhi,2,41,Male,1
Bachelors,2016,Bangalore,3,36,Male,2
Bachelors,2017,Bangalore,2,38,Female,5
Bachelors,2012,Bangalore,3,32,Male,5
Bachelors,2018,Pune,3,35,Female,3
Bachelors,2017,Bangalore,3,39,Male,2
Masters,2017,New Delhi,2,36,Male,2
Bachelors,2013,Pune,3,33,Male,4
Bachelors,2013,Pune,3,32,Male,5
Bachelors,2017,Bangalore,3,35,Male,1
Bachelors,2015,Bangalore,3,36,Male,1
Masters,2014,Pune,3,39,Male,4
Bachelors,2016,Bangalore,3,40,Male,0
Bachelors,2012,Bangalore,3,37,Male,3
Masters,2015,Pune,1,38,Female,0
Bachelors,2017,New Delhi,3,40,Male,1
Bachelors,2013,Bangalore,3,34,Female,2
Bachelors,2013,Bangalore,3,31,Male,4
Bachelors,2014,New Delhi,3,40,Female,3
Bachelors,2013,Bangalore,3,37,Male,2
Bachelors,2012,New Delhi,3,33,Male,3
Bachelors,2015,Bangalore,3,36,Male,4
Bachelors,2014,Bangalore,3,35,Female,4
Bachelors,2014,Bangalore,3,34,Male,5
Bachelors,2013,Bangalore,3,35,Male,0
Masters,2014,New Delhi,3,39,Male,2
Bachelors,2015,Pune,3,35,Female,1
Masters,2014,New Delhi,3,34,Male,5
Bachelors,2017,Pune,2,32,Female,2
Bachelors,2015,New Delhi,3,32,Female,2
Bachelors,2014,Bangalore,3,33,Male,5
Masters,2017,New Delhi,2,34,Male,2
Masters,2016,Bangalore,3,35,Female,1
Masters,2017,New Delhi,3,35,Male,2
Bachelors,2014,Pune,2,38,Female,3
Bachelors,2016,Bangalore,3,37,Male,0
Bachelors,2013,Bangalore,3,38,Female,4
Bachelors,2015,Bangalore,3,41,Male,0
Masters,2017,Bangalore,3,40,Male,4
Bachelors,2017,Bangalore,3,39,Female,3
Bachelors,2017,Pune,2,32,Male,2
Bachelors,2018,New Delhi,3,40,Male,4
Bachelors,2016,Bangalore,3,40,Male,0
Bachelors,2016,Bangalore,3,41,Female,1
Bachelors,2015,Bangalore,3,38,Male,4
Masters,2017,Pune,1,38,Male,0
Bachelors,2018,Bangalore,3,41,Female,2
Bachelors,2015,New Delhi,2,33,Female,4
Bachelors,2012,Bangalore,3,41,Male,0
Bachelors,2017,New Delhi,2,35,Female,5
Bachelors,2013,Bangalore,3,36,Male,5
Bachelors,2013,Pune,3,37,Male,1
Bachelors,2013,New Delhi,1,37,Female,1
Bachelors,2014,Bangalore,3,39,Male,5
Bachelors,2017,Bangalore,3,38,Female,2
Bachelors,2013,Pune,2,34,Female,1
Bachelors,2017,Pune,2,33,Female,4
Bachelors,2013,Bangalore,3,32,Female,1
Masters,2014,Bangalore,3,38,Female,4
Bachelors,2017,Bangalore,3,32,Male,5
Masters,2016,New Delhi,3,41,Male,5
Masters,2014,Pune,3,36,Female,2
Bachelors,2017,New Delhi,3,34,Female,2
Bachelors,2017,Bangalore,3,34,Male,0
Bachelors,2016,Bangalore,3,35,Male,4
Masters,2015,New Delhi,3,38,Male,1
Bachelors,2016,Bangalore,3,32,Male,5
Bachelors,2015,Pune,3,37,Female,2
Bachelors,2017,Bangalore,2,32,Female,2
Masters,2017,New Delhi,2,36,Male,3
Bachelors,2012,Bangalore,3,41,Male,3
Bachelors,2017,Pune,3,37,Female,5
Bachelors,2018,Bangalore,3,34,Female,3
Bachelors,2016,Pune,3,31,Male,0
Bachelors,2017,Bangalore,3,41,Male,1
Bachelors,2015,New Delhi,3,35,Female,3
Bachelors,2015,Bangalore,3,37,Female,5
Bachelors,2016,Bangalore,3,34,Male,4
Masters,2017,Bangalore,2,40,Female,2
Bachelors,2015,Bangalore,3,39,Male,5
Bachelors,2013,Pune,3,37,Male,2
Bachelors,2015,Pune,2,36,Female,1
Bachelors,2014,Bangalore,3,35,Female,2
Masters,2013,Bangalore,3,37,Female,3
Bachelors,2013,New Delhi,3,41,Female,1
Masters,2017,New Delhi,2,40,Male,2
Bachelors,2016,Bangalore,3,37,Male,2
Masters,2013,New Delhi,3,40,Female,2
Bachelors,2015,Bangalore,3,39,Male,5
Masters,2015,Pune,2,33,Female,4
Bachelors,2012,Bangalore,3,36,Male,1
Bachelors,2012,Bangalore,3,36,Male,5
Bachelors,2015,Bangalore,3,38,Male,3
Bachelors,2017,New Delhi,2,37,Female,5
Masters,2017,New Delhi,3,34,Female,2
Bachelors,2013,Bangalore,3,31,Male,2
Bachelors,2013,Bangalore,3,38,Male,5
Bachelors,2017,Bangalore,3,36,Male,3
Bachelors,2012,Bangalore,3,40,Male,1
Bachelors,2017,Bangalore,3,41,Male,5
Bachelors,2015,Bangalore,3,31,Female,4
Bachelors,2017,New Delhi,3,41,Male,2
Bachelors,2015,New Delhi,3,31,Female,3
Bachelors,2017,Pune,3,31,Female,0
Bachelors,2017,New Delhi,2,37,Male,0
Bachelors,2012,Pune,3,39,Male,0
Bachelors,2014,Bangalore,3,38,Male,3
Bachelors,2013,Pune,3,40,Female,2
Bachelors,2013,Pune,3,36,Male,1
Bachelors,2016,Bangalore,3,41,Male,3
Bachelors,2018,Bangalore,3,32,Female,2
Masters,2018,Bangalore,3,40,Female,3
Bachelors,2012,Bangalore,3,39,Female,2
Bachelors,2014,New Delhi,3,33,Male,3
Bachelors,2012,Bangalore,3,32,Male,4
Bachelors,2018,Bangalore,3,41,Male,5
Bachelors,2016,Bangalore,3,36,Male,2
Bachelors,2016,Bangalore,3,31,Male,0
Bachelors,2014,Bangalore,3,37,Male,4
Bachelors,2014,Bangalore,3,33,Male,5
Masters,2018,Pune,3,31,Male,2
Bachelors,2017,New Delhi,3,35,Female,5
Bachelors,2015,Pune,1,32,Female,5
Masters,2017,New Delhi,3,41,Female,2
Masters,2017,New Delhi,2,36,Female,1
Masters,2017,Pune,3,35,Male,1
Masters,2017,New Delhi,3,35,Male,1
Bachelors,2015,New Delhi,3,33,Male,1
Bachelors,2014,Bangalore,3,38,Female,4
Bachelors,2015,New Delhi,2,33,Female,3
Masters,2018,New Delhi,3,31,Female,2
PHD,2015,Bangalore,3,31,Male,3
Bachelors,2013,Bangalore,3,37,Male,5
Bachelors,2014,Bangalore,3,32,Male,1
Bachelors,2017,Bangalore,3,33,Male,3
Bachelors,2014,Bangalore,3,37,Male,5
Bachelors,2012,Bangalore,3,32,Male,3
Bachelors,2015,Pune,3,40,Female,2
Bachelors,2014,Pune,1,40,Female,1
Masters,2013,New Delhi,2,32,Male,2
Masters,2017,Bangalore,2,39,Female,2
PHD,2016,New Delhi,3,41,Male,1
PHD,2014,New Delhi,3,32,Female,0
Bachelors,2017,Bangalore,3,38,Male,0
Masters,2017,New Delhi,2,31,Female,2
Bachelors,2018,Bangalore,3,38,Male,3
Bachelors,2016,Bangalore,3,32,Male,4
Bachelors,2017,Pune,2,35,Female,5
Bachelors,2013,Bangalore,3,34,Male,5
Bachelors,2018,Bangalore,3,38,Male,1
Bachelors,2014,Pune,1,36,Female,1
Bachelors,2015,Bangalore,3,34,Female,2
Masters,2015,New Delhi,3,39,Female,2
Masters,2017,New Delhi,1,40,Female,0
Bachelors,2016,Bangalore,3,38,Male,1
Bachelors,2015,Pune,3,35,Male,3
Bachelors,2014,Pune,2,31,Male,3
Bachelors,2017,Pune,3,41,Male,2
Bachelors,2017,Bangalore,3,35,Female,3
Bachelors,2018,Bangalore,3,33,Male,5
Bachelors,2017,New Delhi,2,33,Male,5
Bachelors,2016,New Delhi,3,31,Female,4
Masters,2013,New Delhi,3,35,Male,4
Bachelors,2016,Bangalore,3,37,Female,1
Bachelors,2015,Bangalore,3,31,Male,5
Bachelors,2012,Bangalore,3,35,Male,1
Bachelors,2014,Bangalore,3,32,Male,3
Bachelors,2015,Bangalore,3,32,Female,0
Bachelors,2017,Bangalore,3,40,Female,5
Bachelors,2012,Bangalore,3,34,Male,5
Bachelors,2014,Pune,3,37,Male,4
PHD,2015,Bangalore,3,40,Male,3
Masters,2017,New Delhi,2,34,Female,2
Bachelors,2015,Pune,2,32,Female,3
Bachelors,2013,Bangalore,3,33,Male,1
Bachelors,2015,Bangalore,3,38,Male,3
Masters,2017,New Delhi,2,41,Male,3
Masters,2017,New Delhi,1,36,Female,0
Bachelors,2016,Bangalore,3,33,Male,1
Bachelors,2014,Pune,3,31,Male,5
Bachelors,2013,Pune,2,34,Female,3
Bachelors,2017,Bangalore,3,31,Male,1
Bachelors,2016,New Delhi,2,36,Female,4
Bachelors,2013,Bangalore,3,38,Male,5
Bachelors,2015,Pune,2,39,Female,1
Bachelors,2014,Pune,3,31,Male,3
Bachelors,2015,New Delhi,3,40,Male,3
Bachelors,2013,Bangalore,3,39,Male,0
Bachelors,2015,Bangalore,3,32,Female,4
Bachelors,2014,Bangalore,3,34,Male,1
Masters,2015,New Delhi,3,38,Male,1
Bachelors,2014,Bangalore,1,39,Male,2
Bachelors,2014,Bangalore,3,39,Male,5
Bachelors,2016,Bangalore,3,33,Male,1
Bachelors,2018,Pune,2,34,Female,4
Bachelors,2017,Pune,3,38,Male,1
Masters,2017,New Delhi,2,33,Male,2
Bachelors,2014,Bangalore,3,41,Male,5
Masters,2017,Pune,1,39,Male,0
Masters,2013,Pune,3,39,Male,2
Bachelors,2014,Bangalore,3,41,Male,5
Bachelors,2012,Bangalore,3,40,Male,4
Bachelors,2014,Bangalore,3,36,Male,0
Bachelors,2015,Bangalore,3,34,Male,0
Bachelors,2013,Bangalore,3,32,Male,5
Bachelors,2015,Bangalore,3,31,Male,4
Bachelors,2012,Bangalore,3,36,Male,0
Masters,2017,Pune,2,35,Male,1
Bachelors,2017,Bangalore,3,32,Male,2
Bachelors,2017,Pune,3,33,Male,5
Bachelors,2016,Bangalore,3,34,Male,2
Bachelors,2017,Bangalore,3,39,Male,3
Bachelors,2018,Bangalore,3,38,Male,0
Bachelors,2012,Pune,2,35,Female,1
Bachelors,2015,Pune,2,40,Female,5
